SITE_ID,SITE_NAME,COUNTRY,STATE,IGBP,TOWER_BEGAN,TOWER_END,URL_AMERIFLUX,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,CLIMATE_KOEPPEN,MAT,MAP,DATA_POLICY,DATA_START,DATA_END
AR-Bal,Balcarce BA,Argentina,Buenos Aires,CRO,2012,2013,https://ameriflux.lbl.gov/sites/siteinfo/AR-Bal,-37.7596,-58.3024,130.0,Cfb,14.0,926.0,LEGACY,2012,2013
AR-CCa,Carlos Casares agriculture,Argentina,Buenos Aires,CRO,2012,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/AR-CCa,-35.621,-61.3181,83.0,Cfa,16.1,1060.0,CCBY4.0,2012,2020
AR-CCg,Carlos Casares grassland,Argentina,Buenos Aires,GRA,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/AR-CCg,-35.9244,-61.1855,84.0,Cfa,16.1,1060.0,CCBY4.0,2018,2020
AR-Cel,CELPA Mar Chiquita BA,Argentina,Buenos Aires,WET,2018,2018,https://ameriflux.lbl.gov/sites/siteinfo/AR-Cel,-37.7028,-57.4192,1.0,Cfb,14.0,926.0,LEGACY,2018,2018
AR-Rom,Romano Mar Chiquita BA,Argentina,Buenos Aires,WET,2014,2015,https://ameriflux.lbl.gov/sites/siteinfo/AR-Rom,-37.5508,-57.2972,1.0,Cfb,14.0,926.0,LEGACY,2014,2015
AR-TF1,Rio Moat bog,Argentina,NA_character_,WET,2016,2018,https://ameriflux.lbl.gov/sites/siteinfo/AR-TF1,-54.9733,-66.7335,40.0,NA_character_,,,CCBY4.0,2016,2018
AR-TF2,Rio Pipo bog,Argentina,NA_character_,WET,2016,2018,https://ameriflux.lbl.gov/sites/siteinfo/AR-TF2,-54.8269,-68.4549,60.0,NA_character_,5.5,530.0,CCBY4.0,2016,2018
BR-Cax,"CAX, FLONA Caxiuanã micromet tower",Brazil,Pará,EBF,2005,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-Cax,-1.7185,-51.4583,48.4,Af,26.0,2500.0,CCBY4.0,-2147483648,-2147483648
BR-CMT,Capuaba farm Mato Grosso,Brazil,Mato Grosso,CRO,2015,2019,https://ameriflux.lbl.gov/sites/siteinfo/BR-CMT,-13.2875,-56.0882,427.0,Aw,26.8,1566.0,LEGACY,-2147483648,-2147483648
BR-CST,Caatinga Serra Talhada,Brazil,Pernambuco,DNF,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-CST,-7.9682,-38.3842,468.0,Bsh,25.2,642.0,CCBY4.0,2014,2015
BR-Cui,Micrometeorological studies project in Amazonian mangroves,Brazil,NA_character_,WET,2015,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-Cui,-0.6661,-47.2833,21.0,Am,26.4,457.2,LEGACY,-2147483648,-2147483648
BR-CUP,Cupari Tapajos National Forest,Brazil,Pará,DBF,2024,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-CUP,-3.7874,-55.3664,15.0,Af,25.0,1900.0,LEGACY,-2147483648,-2147483648
BR-IAB,Instituto Arruda Botelho - Wooded Cerrado and Mixed Agriculture,Brazil,São Paulo,WSA,2018,2021,https://ameriflux.lbl.gov/sites/siteinfo/BR-IAB,-22.171,-47.871,763.0,Cwa,21.6,1486.0,LEGACY,-2147483648,-2147483648
BR-Ji1,Fazenda Nossa Senhora (FNS),Brazil,Rondônia,GRA,1999,2010,https://ameriflux.lbl.gov/sites/siteinfo/BR-Ji1,-10.7618,-62.3572,260.0,Af,,,CCBY4.0,-2147483648,-2147483648
BR-Ji3,Ji-Paraná/RO - Reserva Biológica do Jaru (RBJ),Brazil,Rondônia,EBF,1999,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-Ji3,-10.1866,-61.8725,160.0,Am,21.0,,CCBY4.0,-2147483648,-2147483648
BR-Ma2,Manaus - ZF2 K34,Brazil,Amazonas,EBF,1999,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-Ma2,-2.6091,-60.2093,130.0,Af,26.68,2252.0,CCBY4.0,-2147483648,-2147483648
BR-Ma3,"ZF3, Colosso farm",Brazil,Amazonas (Brazil),CVM,2008,2018,https://ameriflux.lbl.gov/sites/siteinfo/BR-Ma3,-2.3907,-59.8835,147.0,Af,29.0,2792.0,CCBY4.0,-2147483648,-2147483648
BR-Moj,"Moju/PA, Commercial oil palm plantation",Brazil,Pará,CVM,2015,2022,https://ameriflux.lbl.gov/sites/siteinfo/BR-Moj,-1.9787,-48.6147,26.0,Af,25.5,2500.0,CCBY4.0,-2147483648,-2147483648
BR-Npw,Northern Pantanal Wetland,Brazil,Mato Grosso,WSA,2013,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-Npw,-16.498,-56.412,120.0,Aw,24.9,1486.0,CCBY4.0,2013,2017
BR-PRS,Paraíso do Sul,Brazil,Rio Grande do Sul,CRO,2003,2004,https://ameriflux.lbl.gov/sites/siteinfo/BR-PRS,-29.744,-53.1503,,Cfa,21.0,1500.0,LEGACY,-2147483648,-2147483648
BR-Sa1,Santarem-Km67-Primary Forest,Brazil,NA_character_,EBF,2002,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-Sa1,-2.8567,-54.9589,88.0,Am,26.13,2074.79,CCBY4.0,2002,2011
BR-Sa3,Santarem-Km83-Logged Forest,Brazil,NA_character_,EBF,2000,2003,https://ameriflux.lbl.gov/sites/siteinfo/BR-Sa3,-3.018,-54.9714,100.0,Am,26.12,2043.77,CCBY4.0,2000,2004
BR-SGC,"São Gabriel da Cachoeira (Balaio Indigenous Reserve, Pico da Neblina National Park)",Brazil,Amazonas (Brazil),EBF,2004,2010,https://ameriflux.lbl.gov/sites/siteinfo/BR-SGC,0.2101,-66.7529,100.0,Af,27.0,3000.0,CCBY4.0,-2147483648,-2147483648
BR-SP1,Southern Pantanal Wetland,Brazil,Mato Grosso do Sul,WSA,2023,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/BR-SP1,-19.565,-57.018,90.0,Aw,25.0,850.0,LEGACY,-2147483648,-2147483648
CA-AF1,Acadia Research Forest,Canada,Nova Scotia,MF,2023,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-AF1,46.0092,-66.3627,78.0,Dfb,5.6,1078.0,CCBY4.0,-2147483648,-2147483648
CA-ARB,Attawapiskat River Bog,Canada,Ontario,WET,2010,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-ARB,52.695,-83.9452,90.0,Dfb,-1.3,700.0,CCBY4.0,2011,2015
CA-ARF,Attawapiskat River Fen,Canada,Ontario,WET,2010,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-ARF,52.7008,-83.955,88.0,Dfb,-1.3,700.0,CCBY4.0,2011,2015
CA-BOU,Bouleau Peatland,Canada,Quebec,WET,2018,2020,https://ameriflux.lbl.gov/sites/siteinfo/CA-BOU,50.5244,-63.2064,108.0,Cwc,1.5,1011.0,CCBY4.0,2018,2020
CA-Ca1,British Columbia - 1949 Douglas-fir stand,Canada,NA_character_,ENF,1997,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Ca1,49.8673,-125.3336,300.0,Cfb,9.93,1369.0,CCBY4.0,1996,2010
CA-Ca2,British Columbia - Clearcut Douglas-fir stand (harvested winter 1999/2000),Canada,NA_character_,ENF,2000,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Ca2,49.8705,-125.2909,300.0,Cfb,9.86,1474.0,CCBY4.0,1999,2010
CA-Ca3,British Columbia - Pole sapling Douglas-fir stand,Canada,NA_character_,ENF,2001,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Ca3,49.5346,-124.9004,,Cfb,9.94,1676.0,CCBY4.0,2001,2022
CA-Cbo,"Ontario - Mixed Deciduous, Borden Forest Site",Canada,NA_character_,DBF,1995,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Cbo,44.3167,-79.9333,120.0,Dfb,6.66,876.34,CCBY4.0,1994,2020
CA-CF1,Churchill Fen Site 1,Canada,Manitoba,WET,2007,2008,https://ameriflux.lbl.gov/sites/siteinfo/CA-CF1,58.6658,-93.83,16.5,Dfc,-6.5,452.0,CCBY4.0,2007,2008
CA-CF2,Churchill Fen Site 2,Canada,Manitoba,WET,2008,2011,https://ameriflux.lbl.gov/sites/siteinfo/CA-CF2,58.6658,-93.83,16.5,Dfc,-6.5,452.0,CCBY4.0,2008,2011
CA-CF3,Churchill Fen Site 3,Canada,Manitoba,WET,2022,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-CF3,58.6658,-93.8304,25.0,Dfc,,,CCBY4.0,2022,2023
CA-Cha,New Brunswick - Charlie Lake site 01 (immature balsam fir forest to be thinned in year 3),Canada,NA_character_,MF,2004,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-Cha,45.8847,-67.3569,341.0,Dfb,3.46,971.68,CCBY4.0,2004,2005
CA-DB2,Delta Burns Bog 2,Canada,British Columbia,WET,2019,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-DB2,49.119,-122.9951,4.0,NA_character_,,,CCBY4.0,2019,2020
CA-DBB,Delta Burns Bog,Canada,British Columbia,WET,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-DBB,49.1293,-122.9849,4.0,Csb,10.0,1128.0,CCBY4.0,2014,2020
CA-DL1,Daring Lake - Mixed Tundra,Canada,NA_character_,OSH,2004,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-DL1,64.8689,-111.5748,425.0,Dfc,-9.0,250.0,CCBY4.0,-2147483648,-2147483648
CA-DL2,Daring Lake - Fen,Canada,NA_character_,WET,2006,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-DL2,64.8648,-111.5677,416.0,Dfc,-9.0,250.0,CCBY4.0,-2147483648,-2147483648
CA-DSM,Delta Salt Marsh,Canada,British Columbia,WET,2021,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-DSM,49.0887,-122.8954,,Csb,10.6,1077.8,CCBY4.0,2022,2022
CA-EM1,Newdale Manitoba,Canada,Manitoba,WET,2021,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-EM1,50.3623,-100.2024,607.9,Dfb,1.3,504.8,CCBY4.0,2021,2023
CA-EM2,Shoal Lake Manitoba,Canada,Manitoba,WET,2021,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-EM2,50.3706,-100.5339,554.3,Dfb,1.5,473.4,CCBY4.0,2021,2023
CA-EM3,Oak Hammock Marsh Manitoba,Canada,Manitoba,WET,2023,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-EM3,50.1738,-97.1231,255.0,Dfb,3.0,521.1,CCBY4.0,-2147483648,-2147483648
CA-ER1,Elora Research Station,Canada,Ontario,CRO,2015,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-ER1,43.6405,-80.4123,370.0,Dfb,6.7,946.0,CCBY4.0,2015,2021
CA-ER2,Elora Research Station,Canada,Ontario,CRO,2015,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-ER2,43.6419,-80.414,370.0,Dfb,6.7,946.0,CCBY4.0,-2147483648,-2147483648
CA-Gro,"Ontario - Groundhog River, Boreal Mixedwood Forest",Canada,Ontario,MF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Gro,48.2167,-82.1556,340.0,Dfb,1.3,831.0,CCBY4.0,2003,2014
CA-HPC,Havikpak Creek,Canada,Northwest Territories,ENF,2013,2017,https://ameriflux.lbl.gov/sites/siteinfo/CA-HPC,68.3203,-133.5188,80.0,Dfc,-8.2,240.6,CCBY4.0,2018,2018
CA-KLP,Kinoje Lake Peatland,Canada,Ontario,WET,2009,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-KLP,51.5902,-81.7684,71.0,Dfb,-1.1,680.0,CCBY4.0,-2147483648,-2147483648
CA-Let,Alberta - Mixed Grass Prairie,Canada,NA_character_,GRA,1998,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Let,49.7093,-112.9402,960.0,Dfb,5.36,398.4,LEGACY,1998,2008
CA-LP1,British Columbia - Mountain pine beetle-attacked lodgepole pine stand ,Canada,British Columbia,ENF,2007,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-LP1,55.1119,-122.8414,751.0,Csa,2.0,570.0,CCBY4.0,2007,2022
CA-LuM,Luther Marsh Wildlife Management Area,Canada,Ontario,WET,2014,2014,https://ameriflux.lbl.gov/sites/siteinfo/CA-LuM,43.9201,-80.4052,485.0,Dfb,6.6,905.0,LEGACY,-2147483648,-2147483648
CA-MA1,Manitoba Agricultural Site 1,Canada,Manitoba,CRO,2009,2011,https://ameriflux.lbl.gov/sites/siteinfo/CA-MA1,50.1645,-97.8762,261.0,Dfb,2.6,514.0,CCBY4.0,2009,2011
CA-MA2,Manitoba Agricultural Site 2,Canada,Manitoba,CRO,2009,2011,https://ameriflux.lbl.gov/sites/siteinfo/CA-MA2,50.171,-97.8762,261.0,Dfb,2.6,514.0,CCBY4.0,2009,2011
CA-MA3,Manitoba Agricultural Site 3,Canada,Manitoba,GRA,2009,2011,https://ameriflux.lbl.gov/sites/siteinfo/CA-MA3,50.1774,-97.8686,261.0,Dfb,2.6,514.0,CCBY4.0,2009,2011
CA-Man,Manitoba - Northern Old Black Spruce (former BOREAS Northern Study Area),Canada,NA_character_,ENF,1994,2008,https://ameriflux.lbl.gov/sites/siteinfo/CA-Man,55.8796,-98.4808,259.0,Dfc,-3.2,520.0,CCBY4.0,1994,2008
CA-Mer,"Ontario - Eastern Peatland, Mer Bleue",Canada,NA_character_,WET,1998,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Mer,45.4094,-75.5186,70.0,Dfb,6.0,943.0,CCBY4.0,-2147483648,-2147483648
CA-MR3,Mattheis Ranch - E3 South,Canada,Alberta,GRA,2012,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-MR3,50.8671,-111.9045,712.0,Dwd,,325.0,LEGACY,2012,2016
CA-MR5,Mattheis Ranch - E5 North,Canada,Alberta,GRA,2012,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-MR5,50.9056,-111.8823,700.0,Dwd,,325.0,LEGACY,2012,2016
CA-Na1,New Brunswick - 1967 Balsam Fir - Nashwaak Lake Site 01 (Mature balsam fir forest),Canada,NA_character_,ENF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Na1,46.4722,-67.1,341.0,Dfb,7.09,1102.7,CCBY4.0,2003,2005
CA-NS1,UCI-1850 burn site,Canada,NA_character_,ENF,2002,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS1,55.8792,-98.4839,260.0,Dfc,-2.89,500.29,CCBY4.0,2001,2005
CA-NS2,UCI-1930 burn site,Canada,NA_character_,ENF,2001,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS2,55.9058,-98.5247,260.0,Dfc,-2.88,499.82,CCBY4.0,2001,2005
CA-NS3,UCI-1964 burn site,Canada,NA_character_,ENF,2001,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS3,55.9117,-98.3822,260.0,Dfc,-2.87,502.22,CCBY4.0,2001,2005
CA-NS4,UCI-1964 burn site wet,Canada,NA_character_,ENF,2002,2004,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS4,55.9144,-98.3806,260.0,Dfc,-2.87,502.22,CCBY4.0,2001,2005
CA-NS5,UCI-1981 burn site,Canada,NA_character_,ENF,2001,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS5,55.8631,-98.485,260.0,Dfc,-2.86,500.34,CCBY4.0,2001,2005
CA-NS6,UCI-1989 burn site,Canada,NA_character_,OSH,2001,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS6,55.9167,-98.9644,244.0,Dfc,-3.08,495.37,CCBY4.0,2001,2005
CA-NS7,UCI-1998 burn site,Canada,NA_character_,OSH,2002,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS7,56.6358,-99.9483,297.0,Dfc,-3.52,483.27,CCBY4.0,2001,2005
CA-NS8,UCI-2003 burn site,Canada,NA_character_,ENF,2001,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-NS8,55.8981,-98.2161,274.0,Dfc,-2.71,506.69,LEGACY,2001,2005
CA-Oas,"Saskatchewan - Western Boreal, Mature Aspen",Canada,NA_character_,DBF,1997,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Oas,53.6289,-106.1978,530.0,Dfc,0.34,428.53,CCBY4.0,1996,2010
CA-Obs,"Saskatchewan - Western Boreal, Mature Black Spruce",Canada,NA_character_,ENF,1999,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Obs,53.9872,-105.1178,628.94,Dfc,0.79,405.6,CCBY4.0,1997,2010
CA-Ojp,"Saskatchewan - Western Boreal, Mature Jack Pine",Canada,NA_character_,ENF,1999,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Ojp,53.9163,-104.692,579.0,Dfc,0.12,430.5,LEGACY,1996,2010
CA-Qc2,Quebec - 1975 Harvested Black Spruce (HBS75),Canada,Quebec,MF,2007,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Qc2,49.7598,-74.5711,,NA_character_,,,CCBY4.0,2007,2010
CA-Qcu,"Quebec - Eastern Boreal, Black Spruce/Jack Pine Cutover",Canada,Quebec,ENF,2001,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Qcu,49.2671,-74.0365,392.3,Dfc,0.13,949.78,LEGACY,2001,2010
CA-Qfo,"Quebec - Eastern Boreal, Mature Black Spruce",Canada,NA_character_,ENF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-Qfo,49.6925,-74.3421,382.0,Dfc,-0.36,962.32,CCBY4.0,2003,2010
CA-RBM,Richmond Brackish Marsh,Canada,British Columbia,WET,2022,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-RBM,49.1313,-123.1964,,Csb,10.4,1152.0,CCBY4.0,-2147483648,-2147483648
CA-RPn,Robinsons_Natural_Bog_NL,Canada,Newfoundland and Labrador,OSH,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-RPn,48.2604,-58.6632,150.0,Dfb,5.0,1340.4,LEGACY,-2147483648,-2147483648
CA-RPp,Robinsons_Peatland_Pasture_NL,Canada,Newfoundland and Labrador,OSH,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-RPp,48.2632,-58.667,162.0,Dfb,5.0,1340.4,LEGACY,-2147483648,-2147483648
CA-SCB,Scotty Creek Bog,Canada,Northwest Territories,WET,2014,2017,https://ameriflux.lbl.gov/sites/siteinfo/CA-SCB,61.3089,-121.2984,280.0,Dfc,-2.8,388.0,CCBY4.0,2014,2019
CA-SCC,Scotty Creek Landscape,Canada,NA_character_,ENF,2013,2016,https://ameriflux.lbl.gov/sites/siteinfo/CA-SCC,61.3079,-121.2992,285.0,Dfc,-2.8,387.6,CCBY4.0,2013,2016
CA-SF1,"Saskatchewan - Western Boreal, forest burned in 1977",Canada,NA_character_,ENF,2004,2006,https://ameriflux.lbl.gov/sites/siteinfo/CA-SF1,54.485,-105.8176,536.0,Dfc,0.4,470.0,CCBY4.0,2003,2006
CA-SF2,"Saskatchewan - Western Boreal, forest burned in 1989",Canada,Saskatchewan,ENF,2001,2005,https://ameriflux.lbl.gov/sites/siteinfo/CA-SF2,54.2539,-105.8775,520.0,Dfc,0.4,470.0,CCBY4.0,2001,2006
CA-SF3,"Saskatchewan - Western Boreal, forest burned in 1998",Canada,Saskatchewan,OSH,2001,2006,https://ameriflux.lbl.gov/sites/siteinfo/CA-SF3,54.0916,-106.0053,540.0,Dfc,0.4,470.0,CCBY4.0,2001,2006
CA-SJ1,"Saskatchewan - Western Boreal, Jack Pine forest harvested in 1994",Canada,NA_character_,ENF,2001,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-SJ1,53.908,-104.656,580.0,Dfc,0.13,430.23,CCBY4.0,2000,2010
CA-SJ2,"Saskatchewan - Western Boreal, Jack Pine forest harvested in 2002",Canada,NA_character_,ENF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-SJ2,53.945,-104.649,580.0,Dfc,0.11,430.03,CCBY4.0,2002,2010
CA-SJ3,"Saskatchewan - Western Boreal, Jack Pine forest harvested in 1975 (BOREAS Young Jack Pine)",Canada,NA_character_,ENF,2004,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-SJ3,53.8758,-104.6453,,Dfc,0.13,433.33,LEGACY,2002,2010
CA-SMC,Smith Creek,Canada,Northwest Territories,ENF,2017,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-SMC,63.1534,-123.2522,150.0,Dfc,-2.8,388.0,CCBY4.0,2018,2018
CA-TP1,Ontario - Turkey Point 2002 Plantation White Pine,Canada,Ontario,ENF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-TP1,42.6609,-80.5595,265.0,Dfb,8.0,1036.0,CCBY4.0,2002,2017
CA-TP2,Ontario - Turkey Point 1989 Plantation White Pine,Canada,Ontario,ENF,2003,2008,https://ameriflux.lbl.gov/sites/siteinfo/CA-TP2,42.7744,-80.4588,212.0,Dfb,8.0,1036.0,CCBY4.0,2002,2008
CA-TP3,Ontario - Turkey Point 1974 Plantation White Pine,Canada,Ontario,ENF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-TP3,42.7068,-80.3483,184.0,Dfb,8.0,1036.0,CCBY4.0,2002,2017
CA-TP4,Ontario - Turkey Point 1939 Plantation White Pine,Canada,Ontario,ENF,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-TP4,42.7102,-80.3574,184.0,Dfb,8.0,1036.0,CCBY4.0,2002,2017
CA-TPD,Ontario - Turkey Point Mature Deciduous,Canada,Ontario,DBF,2012,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-TPD,42.6353,-80.5577,260.0,Dfb,8.0,1036.0,CCBY4.0,2012,2017
CA-TVC,Trail Valley Creek,Canada,Northwest Territories,OSH,2013,2017,https://ameriflux.lbl.gov/sites/siteinfo/CA-TVC,68.7462,-133.5017,85.0,Dfc,-8.2,240.6,CCBY4.0,2017,2017
CA-WP1,"Alberta - Western Peatland - LaBiche River,Black Spruce/Larch Fen",Canada,NA_character_,WET,2003,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CA-WP1,54.9538,-112.467,540.0,Dfc,1.1,461.07,LEGACY,2003,2009
CA-WP2,Alberta - Western Peatland - Poor Fen (Sphagnum moss),Canada,NA_character_,WET,2004,2004,https://ameriflux.lbl.gov/sites/siteinfo/CA-WP2,55.5375,-112.3343,,Dfc,,,LEGACY,2004,2006
CA-WP3,Alberta - Western Peatland - Rich Fen  (Carex),Canada,NA_character_,WET,2004,2004,https://ameriflux.lbl.gov/sites/siteinfo/CA-WP3,54.47,-113.32,,Dfc,,,LEGACY,2004,2006
CL-ACF,Alerce Costero Forest,Chile,NA_character_,ENF,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CL-ACF,-40.1726,-73.4439,822.0,Cfb,7.3,4500.0,CCBY4.0,-2147483648,-2147483648
CL-SDF,Senda Darwin Forest,Chile,NA_character_,EBF,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CL-SDF,-41.883,-73.676,50.0,Cfb,10.0,2110.0,CCBY4.0,2014,2022
CL-SDP,Senda Darwin Peatland,Chile,NA_character_,WET,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CL-SDP,-41.879,-73.666,50.0,Cfb,10.0,2110.0,CCBY4.0,2014,2022
CO-GV1,Guatavita Station 1,Colombia,Cundinamarca,WET,2023,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CO-GV1,4.9139,-73.7365,3001.0,NA_character_,,,LEGACY,-2147483648,-2147483648
CO-GV2,Guatavita Station 2,Colombia,Cundinamarca,WET,2023,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CO-GV2,4.9168,-73.7429,3002.0,NA_character_,,,LEGACY,-2147483648,-2147483648
CR-Dos,La Selva T2,Costa Rica,Heredia,EBF,2022,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CR-Dos,10.4322,-84.0106,40.0,Af,25.8,4200.0,LEGACY,-2147483648,-2147483648
CR-Fsc,Filadelfia sugar cane cropland,Costa Rica,Guanacaste,CRO,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CR-Fsc,10.4189,-85.4732,18.0,Aw,,,LEGACY,2014,2018
CR-Lse,La Selva,Costa Rica,NA_character_,EBF,1998,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CR-Lse,10.4233,-84.0211,100.0,Am,25.9,3965.57,LEGACY,1997,1999
CR-Nmr,Nicoya melon-rice cropland,Costa Rica,Guanacaste,CRO,2014,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/CR-Nmr,10.0829,-85.4694,166.0,Aw,,,LEGACY,-2147483648,-2147483648
CR-SoC,Soltis Center,Costa Rica,Alajuela,EBF,2014,2019,https://ameriflux.lbl.gov/sites/siteinfo/CR-SoC,10.3827,-84.621,538.0,Af,23.1,4200.0,CCBY4.0,2014,2018
MX-Aog,Alamos Old-Growth tropical dry forest,Mexico,Sonora,DBF,2016,2018,https://ameriflux.lbl.gov/sites/siteinfo/MX-Aog,26.9968,-108.7892,367.284,Bsh,24.2,732.0,CCBY4.0,2015,2018
MX-Asf,Alamos Mid-Secondary tropical dry forest,Mexico,Sonora,DBF,2015,2020,https://ameriflux.lbl.gov/sites/siteinfo/MX-Asf,27.0046,-108.7795,384.0,Bsh,24.2,732.0,LEGACY,-2147483648,-2147483648
MX-BRN,Bernal,Mexico,Querétaro,OSH,2017,2018,https://ameriflux.lbl.gov/sites/siteinfo/MX-BRN,20.7168,-99.9413,2050.0,Bsk,17.1,476.0,LEGACY,-2147483648,-2147483648
MX-CLS,"Coastal Lagoon, Gulf of California",Mexico,Sonora,WAT,2018,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/MX-CLS,27.9541,-110.9726,0.0,Bwh,23.0,260.0,LEGACY,-2147483648,-2147483648
MX-EMg,El Mogor,Mexico,Baja California,CSH,2008,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/MX-EMg,32.0298,-116.6045,409.0,Bsh,17.0,281.0,LEGACY,2015,2017
MX-Iit,Instituto de Ingenieria y Tecnologia - UACJ,Mexico,Chihuahua,URB,2020,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/MX-Iit,31.7434,-106.4316,1123.0,Bwk,27.0,457.2,LEGACY,-2147483648,-2147483648
MX-ISD,San Isidro,Mexico,Coahuila de Zaragoza,OSH,2019,2020,https://ameriflux.lbl.gov/sites/siteinfo/MX-ISD,25.3004,-101.3924,1702.0,Bsh,17.5,493.0,LEGACY,-2147483648,-2147483648
MX-Lpa,La Paz,Mexico,NA_character_,OSH,2001,NA_character_,https://ameriflux.lbl.gov/sites/siteinfo/MX-Lpa,24.1292,-110.438,21.0,Bwh,23.6,182.0,LEGACY,2004,2008
MX-Oak,"Encino, North American monsoon oak savanna",Mexico,Sonora,WSA,2008,2013,https://ameriflux.lbl.gov/sites/siteinfo/MX-Oak,29.9591,-110.4615,1314.0,Bsh,18.9,496.0,LEGACY,-2147483648,-2147483648
MX-PMm,Puerto Morelos mangrove,Mexico,Quintana Roo,WET,2017,2018,https://ameriflux.lbl.gov/sites/siteinfo/MX-PMm,20.8462,-86.8992,10.0,Aw,26.2,1222.0,CCBY4.0,2017,2018
